Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Dixon H. Boardman,M,20,0,0,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Otto Erich Friedrich Hugo Bock (Kramer-),M,24,0,0,Denmark,DEN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Solomon Bockarie-Bayoh,M,29,171,72,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Ayoub Bodaghi,M,28,170,73,Iran,IRI,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Ludk Bohman,M,25,176,71,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Sheku Boima,M,27,180,62,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Ato Jabari Boldon,M,18,176,75,Trinidad and Tobago,TTO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Ato Jabari Boldon,M,22,176,75,Trinidad and Tobago,TTO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,Bronze
Ato Jabari Boldon,M,26,176,75,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,Silver
Ato Jabari Boldon,M,30,176,75,Trinidad and Tobago,TTO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Maloni Bole,M,19,180,78,Fiji,FIJ,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Usain St. Leo Bolt,M,21,196,95,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,Gold
Usain St. Leo Bolt,M,25,196,95,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,Gold
Usain St. Leo Bolt,M,29,196,95,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Gold
Hans-Jrgen Bombach,M,27,183,75,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Roland Bombardella,M,19,177,70,Luxembourg,LUX,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Ernesto Bonacina,M,21,0,0,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Clive Bonas Simmons,M,23,170,64,Venezuela,VEN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Mario Bonello,M,22,180,76,Malta,MLT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Mario Bonello,M,26,180,76,Malta,MLT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Jailto dos Santos Bonfim,M,24,185,78,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Ren Joseph Bonino,M,22,176,70,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Ren Joseph Bonino,M,26,176,70,France,FRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Gerardo (Gerhard-) Bnnhoff Koch,M,22,169,58,Argentina,ARG,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Jacob ""Jaap"" Boot",M,25,0,0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Erich Borchmeyer,M,31,178,81,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Karl Borner,M,25,0,0,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Manuel Francisco Borrega Mena,M,26,173,68,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Bernd Borth,M,24,178,75,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Valeriy Pylypovych Borzov,M,22,183,80,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,Gold
Valeriy Pylypovych Borzov,M,26,183,80,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Bronze
Branger Aymard Bosse,M,23,173,74,Central African Republic,CAF,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Branger Aymard Bosse,M,27,173,74,Central African Republic,CAF,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Carlos Botn Polanco,M,20,0,0,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Julien Joseph Jean  Boullery,M,25,0,0,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Antoine Boussombo,M,32,178,69,Gabon,GAB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
"Chester A. ""Chet"" Bowman",M,22,175,70,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Kenneth James ""Ken"" Box",M,25,0,0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
"Claude Odell Bracey, Jr.",M,18,180,70,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Marvin Bracy,M,22,175,78,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Colin Bradford,M,21,188,80,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
"Hippolyte ""Pol"" Braekman",M,28,183,75,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Arthur George ""Art"" Bragg",M,21,175,70,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Darren Devere Braithwaite,M,27,188,85,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Christopher Anthony ""Chris"" Brathwaite",M,27,175,75,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
"Christopher Anthony ""Chris"" Brathwaite",M,31,175,75,Trinidad and Tobago,TTO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
John Paul Brizzel,M,23,182,71,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Paul Brochart,M,21,0,0,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Paul Brochart,M,25,0,0,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Paul Brochart,M,29,0,0,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Trayvon Jaquez Bromell,M,21,175,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Paul Bronner,M,23,0,0,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
"Henricus Adrianus ""Harry"" Broos",M,25,0,0,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Aaron Brown,M,24,198,79,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Darrel Rondel Brown,M,23,179,85,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Ashani Kemarley Brown,M,24,182,85,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
"Ronald James ""Ron"" Brown",M,23,180,84,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Pierre Browne,M,24,175,71,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Pierre Browne,M,28,175,71,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Frantiek Bro,M,23,170,72,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Henricho Bruintjies,M,23,179,72,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Martin Brustmann,M,20,0,0,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Markus Bchel,M,23,180,75,Liechtenstein,LIE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Markus Bchel,M,27,180,75,Liechtenstein,LIE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Stphane Buckland,M,23,172,70,Mauritius,MRI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
"Francis Joseph ""Frank"" Budd",M,21,178,76,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
"Jacobus Wilhelm ""Willie"" Bukes",M,24,0,0,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Carl Fredrik Buns,M,20,180,78,Norway,NOR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Stefan Burkart,M,34,180,78,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Stefan Burkart,M,38,180,78,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Thomas Edmund ""Tom"" Burke",M,21,183,66,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,Gold
Marc Burns,M,21,183,91,Trinidad and Tobago,TTO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Marc Burns,M,25,183,91,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
R. Burns,M,0,0,0,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Leroy Russell Burrell,M,25,183,82,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Charles Lindsay Burroughs,M,23,0,0,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Aubrey Spragge Burton-Durham,M,21,0,0,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Muhammad Sharif Butt,M,22,0,0,Pakistan,PAK,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Muhammad Sharif Butt,M,26,0,0,Pakistan,PAK,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Muhammad Sharif Butt,M,30,0,0,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Byambajavyn Enkhbaatar,M,21,176,71,Mongolia,MGL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Sergey Anatolyevich Bychkov,M,25,186,90,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Andr Byrame,M,28,165,63,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Lionel Caero Herbas,M,21,166,59,Bolivia,BOL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Cai Jianming,M,25,179,70,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
George Calhern,M,21,188,75,United States Virgin Islands,ISV,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Walter Edward Callander,M,25,180,70,Bahamas,BAH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Andrs Roberto Calonge,M,23,182,72,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Andrs Roberto Calonge,M,27,182,72,Argentina,ARG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Alpha B. Camara,M,21,0,0,Sierra Leone,SLE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Sara Camara,M,24,179,70,Mali,MLI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
"Asuka Antonio ""Aska"" Cambridge",M,23,179,74,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Darren Andrew Campbell,M,27,183,83,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Darren Andrew Campbell,M,30,183,83,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Jaime Camps Gordon,M,24,0,0,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Dominique Fabien Canti,M,21,177,76,San Marino,SMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Dominique Fabien Canti,M,25,177,76,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Luciano Caravani,M,23,172,71,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
John Carew,M,27,0,0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
"James Andrew ""Jimmy"" Carlton",M,19,0,0,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Edmond Roger Maurice Carlton,M,22,0,0,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
"Edwin William Carr, Sr.",M,24,169,67,Australia,AUS,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Gavin Carragher,M,23,0,0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
"Nathaniel John ""Nate"" Cartmell",M,21,182,71,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,Silver
"Nathaniel John ""Nate"" Cartmell",M,25,182,71,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Austin A. Cassar-Torreggiani,M,21,0,0,Malta,MLT,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Jorge Castelln Velarde,M,27,173,63,Bolivia,BOL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Frank Riley Castleman,M,27,0,0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,0
Marcel Andr Cerbonney,M,28,0,0,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Fabio Cerutti,M,22,190,81,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Fawzi Ali Mohamed Chaaban,M,21,0,0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Suchart Chairsuvaparb,M,25,170,66,Thailand,THA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Dwain Anthony Chambers,M,22,180,83,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Dwain Anthony Chambers,M,34,180,83,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Meyrick Chapman,M,21,163,0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Dominique Chauvelot,M,20,177,69,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Dominique Chauvelot,M,24,177,69,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Chen Chuan-Show,M,27,172,72,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Chen Haijian,M,24,176,60,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Chen Kingkwan,M,23,0,0,China,CHN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Chen Wenzhong,M,25,175,70,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Cheng Hsin-Fu,M,23,172,70,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Vladislav Chernobay,M,20,192,90,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Gennady Sergeyevich Chernovol,M,28,185,71,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Chiang Wai Hung,M,24,180,80,Hong Kong,HKG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Chiang Wai Hung,M,28,180,80,Hong Kong,HKG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Norman Chihota,M,21,175,69,Tanzania,TAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Norman Chihota,M,25,175,69,Tanzania,TAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Rachid Chouhal,M,37,178,80,Malta,MLT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Linford Ecerio Christie,M,28,189,94,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Silver
Linford Ecerio Christie,M,32,189,94,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,Gold
Linford Ecerio Christie,M,36,189,94,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
ukasz Chya,M,23,188,86,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Haukur Clausen,M,19,182,75,Iceland,ISL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
rn Clausen,M,19,184,83,Iceland,ISL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Philippe Clerc,M,25,176,61,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
"Robert ""Bobby"" Cloughen",M,19,179,76,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Cyril Hillyard Coaffee,M,23,0,0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Cyril Hillyard Coaffee,M,27,0,0,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Henricus Josephus ""Henri"" Cockuyt",M,20,0,0,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Ildio Sirgado Coelho Sirgado,M,19,169,56,Angola,ANG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Louis Steven Fabrice Coiffic,M,27,168,73,Mauritius,MRI,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Daniel Cojocaru,M,23,189,78,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Mario Colarossi,M,27,0,0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Jean Colbach,M,23,0,0,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Reginald George Collie,M,23,173,70,Bahamas,BAH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Simone Collio,M,24,180,74,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Simone Collio,M,28,180,74,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Andrea Colombo,M,26,190,75,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Umberto Colombo,M,0,0,0,Italy,ITA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Sayon Cooper,M,22,175,74,Liberia,LBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Sayon Cooper,M,26,175,74,Liberia,LBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Paulo Roberto Correia,M,24,178,72,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Richard Corts,M,22,177,68,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Eduardo Alberto Gomes Costa,M,25,0,0,Mozambique,MOZ,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Francisco Costas,M,0,180,0,Mexico,MEX,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
John Ira Courtney,M,23,180,72,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Ralph Cook Craig,M,22,182,73,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,Gold
Hasely Joachim Crawford,M,22,187,90,Trinidad and Tobago,TTO,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Hasely Joachim Crawford,M,25,187,90,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Gold
Hasely Joachim Crawford,M,29,187,90,Trinidad and Tobago,TTO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Hasely Joachim Crawford,M,33,187,90,Trinidad and Tobago,TTO,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Shawn Crawford,M,26,181,86,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Giorgio Croci,M,27,0,0,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Gyrgy Csnyi,M,26,177,68,Hungary,HUN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Gyrgy Csnyi,M,30,177,68,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Csaba Csutors,M,27,186,84,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Antonio Cuba,M,21,0,0,Peru,PER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Tadeusz Cuch,M,27,179,70,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Kirk Dwight Cummins,M,23,174,77,Barbados,BAR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Lus Filipe Vtorino Cunha,M,23,175,68,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Lus Filipe Vtorino Cunha,M,31,175,68,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Morris Joseph Curotta,M,19,183,73,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Thomas Pelham ""Tom"" Curtis",M,23,176,66,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Denis John Cussen,M,26,0,0,Ireland,IRL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
"Lawrence Leys ""Laurie"" D'Arcy",M,25,183,73,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
"Victor Henry Augustus ""Vic"" d'Arcy",M,24,172,63,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
"Victor Henry Augustus ""Vic"" d'Arcy",M,32,172,63,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Affonso Coelho da Silva,M,26,163,57,Brazil,BRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Andr Domingos da Silva,M,19,187,78,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
